FN Clarivate Analytics Web of Science																														
AB Mental health is a public health priority globally. Public Open Space (POS) may enhance mental health by facilitating contact with nature and the development of supportive relationships. Despite growing interest in the influence of the built environment on mental health	 associations between POS attributes and mental health remain relatively unexplored. In particular	 few studies have examined the relative effects of the quantity and quality of POS within a neighbourhood on mental health. Guided by a social ecological framework	 this study investigated the relationship between POS attributes (i.e.	 quantity and quality) and better mental health (i.e.	 low risk of psychological distress) in residents of new housing developments in the Perth metropolitan area	 Western Australia. The extent to which relationships between POS attributes and mental health were confounded by psychosocial factors (e.g.	 social support	 sense of community) and frequent use of POS was also explored. Data were obtained from a cross-sectional survey (n = 911)	 a POS audit	 and Geographical Information Systems	 and was analysed using logistic regression. Approximately 80% of survey participants were at low risk of psychological distress. Residents of neighbourhoods with high quality POS had higher odds of low psychosocial distress than residents of neighbourhoods with low quality POS. This appeared to be irrespective of whether or not they used POS. However	 the quantity of neighbourhood POS was not associated with low psychological distress. From a mental health perspective. POS quality within a neighbourhood appears to be more important than POS quantity. This finding has policy implications and warrants further investigation. (C) 2012 Elsevier Ltd. All rights reserved.																		
AB Lichens make up a major component of Antarctic vegetation; they are also poikilohydric and are metabolically active only when hydrated. Logistic constraints have meant that we have little idea of the length	 timing or environmental conditions of activity periods of lichens. We present the results of a three-year monitoring of the activity of the lichen Umbilicaria aprina at Botany Bay (77A degrees S latitude) in the Ross Sea region	 continental Antarctica. Chlorophyll fluorescence parameters that allowed hydrated metabolic activity to be detected were recorded with a special fluorometer at 2- or 3-h intervals. Air and thallus temperatures and incident PPFD (photosynthetic photon flux density	 mu mol photon m(-2) s(-1)) were also recorded at hourly intervals. Activity was extremely variable between months and years and	 overall	 lichen was active for 7% of the 28-month period. Spring snow cover often delayed the onset of activity. Whereas the period immediately after snow melt was often very productive	 the later months	 January to March	 often showed low or no activity. Mean thallus temperature when active was just above zero degrees and much higher than the annual mean air temperature of -15 to -19A degrees C. Because major snow melts occurred when incident radiation was high	 the lichen was also subjected to very high PPFD when active	 often more than 2	500 mu mol photon m(-2) s(-1). The major environmental stress appeared to be high light rather than low temperatures	 and the variability of early season snow fall means that prediction of activity will be very difficult.																		
AB Field trials tested which components of epidemic development of Puccinia striiformis	 the cause of yellow rust	 were affected by nitrogen (N) fertilizer applied to winter wheat. Both timing and amount of N were varied to affect canopy size and leaf N content	 and to provide a supply of mobile N to the pathogen	 by causing fresh N uptake after leaf expansion was complete. No N was applied to control plots. A logistic disease-progress function was fitted to disease-severity data	 which were assessed in absolute units. Leaf area and specific leaf N (g N per m(2) leaf tissue) were quantified. Large and highly significant effects of N on the upper asymptotes	 or 'carrying capacities' (c) were found. Effects on rates and points of inflection of the epidemics were not significant. Early N resulted in larger shoot numbers and leaf area	 but disease was also more severe	 so that by grain filling	 the remaining green leaf areas were larger without N than with N. Later N treatments did not increase canopy size	 but did increase symptom area compared with the control. These effects differ from the concept that N affects disease as a result of its effect on canopy growth	 and therefore canopy microclimate	 and suggest instead a substrate effect. Linear regression revealed that 51% of the observed differences in c were explained by variation in specific leaf N	 suggesting that growth of the rust fungus may depend directly on particular components of total leaf N.																	
AB Aims: Cumulative evidence suggests that coffee consumption may have beneficial effects on metabolic diseases; however	 few previous studies have considered the types of coffee consumed and the additives used. We investigated the relationship between coffee consumption and metabolic syndrome (MetSyn) and its components.																													
AB 1. Dispersal flight	 a well-known strategy for aphids to locate suitable plants	 was studied for its possible role in disseminating fungal pathogens and parasitoids as natural control agents of aphids by air captures in Hangzhou	 China during 2001-2005. Up to 3183 migratory alates of green peach aphid Myzus persicae were captured from air using a yellow-plus-plant trap on the top platform of a six-storey building in an urbanised area	 and individually reared in a laboratory for >= 7 days.																										
AB Background: Algae are widely recognized for their high oil content and for exponentially accumulating biomass with particular potential to provide single cell protein for human consumption or animal feed. It is believed that along with biodiesel from algae	 the high protein de-oiled algal residue may become an alternative feed supplement option in the future. This study was conducted to investigate de-oiled algal residue obtained from the common Chlorella species	 Thalassiosira weissflogii	 Selenarstrum capricornutum	 Scenedesmus sp.	 and Scenedesmus dimorphus for assessment as potential feed supplements for ruminants by comparing with soybean (Glycine max) meal and alfalfa (Medicago sativa) hay.																									
AB Every item produced	 transported	 used and discarded within a Supply Chain (SC) generates costs and creates an impact on the environment. The increase of forward flows as effects of market globalization and reverse flows due to legislation	 warranty	 recycling and disposal activities affect the ability of a modem SC to be economically and environmentally sustainable. In this context	 the study considers an innovative sustainable closed loop SC problem. It first introduces a linear programming model that aims to minimize the total SC costs. Environmental sustainability is guaranteed by the complete reprocessing of an end-of-life product	 the re-use of components	 the disposal of unusable parts sent directly from the manufacturers	 with a closed loop transportation system that maximizes transportation efficiency. Secondly	 the authors consider the problem by means of a parametrical study	 by analyzing the economical sustainability of the proposed CLSC model versus the classical Forward Supply Chain model (FWSC) from two perspectives: Case 1	 the 'traditional company perspective'	 where the SC ends at the customers	 and the disposal costs are not included in the SC	 and Case 2	 the 'social responsibility company perspective'	 where the disposal costs are considered within the SC. The relative impact of the different variables in the SC structure and the applicability of the proposed model	 in terms of total costs. SC structure and social responsibility	 are investigated thoroughly and the results are reported at the conclusion of the paper. (C) 2013 Elsevier B.V. All rights reserved.												
AB PurposeTo examine the prevalence of headache or migraine complaints and the use of dietary supplements	 and to determine their correlation according to sex.																													
AB Background																														
AB Vegetation is often considered to stabilize geomorphic processes. An increasing abundance of vegetation may cause negative feedbacks within a periglacial system. In this study	 we explored the importance of vegetation on the occurrence of active cryoturbation-dominated feature fields in subarctic Finland on a landscape scale. The vegetation-cryoturbation interaction was studied across three altitudinal zones by applying hierarchical partitioning (HP) and variation partitioning (VP) methods that overcome collinearity problems in multivariate analysis. Firstly	 our results showed that vegetation factors	 especially the canopy cover of the field-layer vegetation and the total above ground biomass	 were among the most important environmental variables affecting the occurrence of active cryoturbation features. Moreover	 vegetation factors were for the most part positively associated with cryoturbation. Under the predicted global warming	 the 'greening' of arctic and subarctic regions may	 therefore	 decrease and also increase the activity of the periglacial processes in sparsely vegetated terrain. Secondly	 our analyses gave contrasting results of the environmental factors of the periglacial processes across altitudinal zones	 although the relative importance of the vegetation group was rather constant throughout the zones. Thus	 we stress the importance of the spatial study setting in geomorphic studies in topographically varying relief. We recommend either taking the altitudinal zonation of the landscape into consideration or studying the features within a predetermined zone to decrease misinterpretations in environment-process relationships. Methodologically	 our results encourage wider applications of partitioning methods in multivariate settings in geomorphology. (C) 2009 Elsevier B.V. All rights reserved.																		
AB This paper focuses on the creation of a Centre for the recycling of stone materials. The Centre will be able to offer a range of activities amongst which is the improvement of the production chain of the Orosei Marble district in Sardinia	 Italy. Several companies operate within the marble producing area	 specializing in both quarrying and stone processing. They have formed a Consortium in order to rehabilitate an area of more than 17 ha. The restoration will be carried out through an environmentally sustainable procedure. The area was previously used as a landfill for waste deriving from marble quarrying and processing. At that time unshaped blocks of various sizes (which are unsuitable to block-cutter sawing)	 waste deriving from both block sawing and slab/strip cutting (such as broken slabs	 strips	 tiles) and microfine dust from filter presses of water treatment plants were representing an environmental problem. The local administration was struggling to find new areas which could be used for landfills	 resulting in an additional cost for the landfill	 ultimately affecting the variable production costs. The project involves the building of a venue to be used for temporary storage	 treatment of wastes produced by both quarrying and primary processing	 in order to make them suitable as secondary raw materials. The project also deals with the catch basin hydrology of the area involved in the project	 the building of a multifunctional centre	 the landscaping and other environmental features such as vehicle traffic and slopes greening. (C) 2013 Elsevier Ltd. All rights reserved.																			
AB Associations between achievement of adult Kidney Disease Outcomes Quality Initiative (KDOQI) targets for hemoglobin	 adequacy and albumin	 and race and gender were determined for pediatric peritoneal dialysis patients from the End- Stage Renal Disease (ESRD) Clinical Performance Measures (CPM) project for the period October 2004 - March 2005. Fifty-six percent (427/761) of patients were male. Sixty- six percent (500/761) of patients were White. There were no differences in achievement of targets for adults by gender	 and no differences in adequacy parameters by race. Blacks had lower mean hemoglobin levels than did Whites (11.1 +/- 1.6 g/dl vs 11.8 +/- 1.4 g/dl	 P < 0.0001). Blacks were more likely to have mean hemoglobin levels < 10 g/dl (24% vs 11%	 P < 0.0001) and less likely to achieve mean hemoglobin > 11 g/dl (56% vs 72%	 P < 0.0001). Whites were more likely to achieve mean serum albumin levels > 4.0/ 3.7 g/dl [bromocresol green/bromocresol purple (BCG/BCP)] than Blacks were (35% vs 26%	 P= 0.0376). In multivariate logistic regression models	 White race was associated with mean hemoglobin levels > 11 g/dl [adjusted odds ratio (adjOR) 2.7	 95% confidence interval (CI) 1.7	 4.3] and mean serum albumin > 4.0/ 3.7 g/dl (BCG/ BCP) (adjOR 1.9	 95% CI 1.3	 2.9]. Further study is needed of factors associated with anemia on peritoneal dialysis and barriers to its correction.																		
AB OBJECTIVE: To evaluate the nutritional habits and weight management strategies of women trying to conceive as compared with women not trying to conceive.																														
AB Objective-To evaluate the effects of vegetable consumption and vitamin supplementation on the risk of developing transitional cell carcinoma (TCC) of the urinary bladder in Scottish Terriers.																														
AB Background: L-Dopa decarboxylase (DDC) is a pyridoxal 5-phosphate-dependent enzyme that was found to be involved in many malignancies. The aim of this study was to investigate the mRNA expression levels of DDC in prostate tissues and to evaluate its clinical utility in prostate cancer (CaP).																														
AB The unambiguous recognition of a species' habitat is a matter of debate. For terrestrial species	 habitat is often defined as physical patches of a certain vegetation type in a matrix of non-habitat. Ecological resources that make up the habitat of a species may	 however	 only cover subsets of vegetation types or can be spatially dispersed in a complex way over different vegetation types. Here we present and test a procedure to recognize and delineate habitat according to a resource-based approach instead of a vegetation-based approach. We used the green hairstreak butterfly (Callophrys rubi) in a heathland landscape as a study case. Our resource-based habitat approach selects those zones that comprise essential resources and conditions within an appropriate spatial window. Variables that were retained in a logistic regression model were used to calculate larval	 adult and combined habitat indices in a GIS	 taking into account thermal constraints on resource-use	 as this is a key habitat aspect for this heliothermous insect. To group different (and sometimes scattered) ecological resources into functional habitat zones	 we derived a measure of space-use from mark-release-recapture data. By least-cost modelling this spatial window was adapted to the nature of the vegetation between sets of resources. The habitat zones that were delineated using this approach matched the observed distribution of butterflies significantly better than did a classic approach based on vegetation types with host plants only Our approach provides concrete output for conservation purposes	 like recognizing zones with the highest potential for habitat restoration. (c) 2006 Elsevier Ltd. All rights reserved.																						
AB Objective: To evaluate the associations with chronic disease risk and mortality of the consequences of bean-free diets in Taiwanese adults with regard to gender.																														
AB Objective: The purpose of our study was to examine the association of regular tea consumption with the risk of breast cancer in a large population-based case-control study from the United States.																														
AB Purpose - The purpose of this paper is to analyze the existence of differences in the implementation of environmental practices between companies that possess some form of certified environmental management system (ISO 14001 or EMS) and those that do not have any such system. This study also investigates whether companies with a certified EMS are also making additional environmental demands on their suppliers.																														
AB Using a binary logistic regression model	 this paper evaluates the determinants of farmers' decisions to adopt rainwater harvesting and supplementary irrigation technology (RHSIT) and its elasticity of adoption in the rain-fed farming systems	 based on a survey of 218 farmers in the semiarid areas of Loess Plateau in 2005. The results indicate that 12 variables are significant in explaining farmers' adoption decisions. Farmers' educational background	 active labor force size	 contact with extension	 participation in the Grain-for-Green project	 and positive attitudes towards RHSIT are some of the variables that have significantly positive effects on adoption of RHSIT	 while farmer's age and distance from water storage tanks to farmers' dwellings have significantly negative correlation with adoption. The probability of adoption also increases with increased targeting of institutional variables: credit obtained	 assistance obtained	 and technical training received. Farmers in villages that have more erosion problems are more likely to adopt RHSIT. Besides	 the model indicates that a 1 unit increase in the diversity of irrigated crops grown by a household	 especially high-value crops	 results in a 6.98 times increase in the probability of RHSIT adoption. Variables such as family size	 off-farm activity	 level of family income	 risk preference	 and land tenure do not significantly influence adoption. This information will help prioritize the factors that affect adoption decisions and provide insight on pathways to increase the adoption of RHSIT. (C) 2007 Elsevier B.V. All rights reserved.														
AB PURPOSE: To explore the association between the consumption of fruits and vegetables and the presence of glaucoma.																														
AB Purpose. To determine the association between youth sport team participation and dietary behaviors among elementary school aged children.																														
AB Background: Laboratory research suggests that tea has potential neurocognitive protective effects	 but this is not established in humans.																													
AB Background and Purpose-To determine whether a stratified gray-scale median (GSM) analysis of the carotid plaque combined with color mapping correlated better with the presence of neurological symptoms and microembolic signals (MES) than a whole plaque measurement.																														
AB Tea and coffee are hypothesized to play a protective role in skin carcinogenesis through bioactive components	 such as caffeine	 yet the epidemiologic evidence is mixed. Existing data support an inverse association with basal cell carcinoma (BCC)	 more so than for melanoma or squamous cell carcinoma. To understand whether tea	 coffee	 and caffeine are related to early-onset BCC	 we evaluated data from 767 non-Hispanic Whites under age 40 in a case-control study in Connecticut. BCC cases (n = 377) were identified through Yale's Dermatopathology database. Controls (n = 390) were randomly sampled from individuals in the same database with benign skin diagnoses and frequency matched to cases on age	 sex	 and biopsy site. Participants completed an in-person interview including assessment of caffeinated coffee and hot tea. We calculated multivariate odds ratios (ORs) and 95% confidence intervals (CIs) with unconditional logistic regression for regular consumption and frequency and duration measures. Combined regular consumption of caffeinated coffee plus hot tea was inversely associated with early-onset BCC (OR = 0.60	 95% CI = 0.38-0.96). Those in the highest category of caffeine from these sources had a 43% reduced risk of BCC compared with nonconsumers (OR = 0.57	 95% CI = 0.34-0.95	 P-trend= 0.037). Our findings suggest a modest protective effect for caffeinated coffee plus tea in relation to early-onset BCC that may	 in part	 be due to caffeine. This study adds to the growing body of literature suggesting potential health benefits from these beverages. (C) 2014 Wolters Kluwer Health vertical bar Lippincott Williams & Wilkins.																	
AB Postoperative ascites (POA) is a common complication after liver resection (LR). The aim of the present study was to identify the risk factors for developing POA and to evaluate its clinical significance in the prognosis of patients with hepatocellular carcinoma (HCC).																														
AB Background: Available Studies of the built environment and the BMI of children and Youth suggest a contemporaneous association with neighborhood greenness in neighborhoods with high population density. The Current study tests whether greenness and residential density are independently associated with 2-year changes in the BMI of children and youth.																														
AB There is epidemiological evidence for associations between dietary patterns and type 2 diabetes. However	 for sub-Saharan Africa	 information on dietary patterns and their contribution to diabetes is lacking. The aim of the present study was to identify dietary patterns and their associations with type 2 diabetes in an urban Ghanaian population. In a hospital-based case-control study on risk factors for type 2 diabetes in Kumasi	 a FFQ was administered to 675 controls and 542 cases. Dietary patterns were identified by using factor analysis including thirty-three food items. Logistic regression was used to evaluate the associations of dietary patterns with type 2 diabetes. Overall	 two dietary patterns were identified: (1) a 'purchase' dietary pattern which positively correlated with the consumption of sweets	 rice	 meat	 fruits and vegetables and (2) a 'traditional' dietary pattern that correlated with the intake of fruits	 plantain	 green leafy vegetables	 fish	 fermented maize products and palm oil. In the highest quintile of the 'purchase' dietary pattern	 participants were younger	 leaner and of higher socio-economic status than those in the lower quintiles. In contrast	 participants in the highest quintile of the 'traditional' dietary pattern were older	 heavier and more deprived compared with those in the lower quintiles. In the multivariate model	 the 'purchase' dietary pattern was inversely associated with type 2 diabetes (OR per 1 SD 0.41	 95% CI 0.33	 0.50); the 'traditional' dietary pattern increased the odds of diabetes per 1 SD by 54% (95% CI 1.35	 1.81). In conclusion	 two diverse dietary patterns were identified and associated with type 2 diabetes in urban Ghana. The determinants of pattern adherence require further investigation.										
AB Aim: To assess the level of adherence	 by active ingredient	 to treatment and associated factors in polymedicated patients over 65 years-old.																												
AB Protective effect of garlic on the development of cancer has been reported in the in vitro and in vivo experimental studies; however	 few human epidemiologic studies have evaluated the relationship. A population-based case-control study has been conducted in a Chinese population from 2003 to 2010	 with the aim to explore the association between raw garlic consumption and lung cancer. Epidemiologic data were collected by face-to-face interviews using a standard questionnaire among 1	424 lung cancer cases and 4	543 healthy controls. Unconditional logistic regression was used to estimate adjusted ORs and their 95% confidence intervals (CI)	 and to evaluate ratio of ORs (ROR) for multiplicative interactions between raw garlic consumption and other risk factors. After adjusting for potential confounding factors	 raw garlic consumption of 2 times or more per week is inversely associated with lung cancer (OR = 0.56; 95% CI	 0.44-0.72) with a monotonic dose-response relationship (P-trend < 0.001). Furthermore	 strong interactions at either additive and/or multiplicative scales were observed between raw garlic consumption and tobacco smoking [synergy index (SI) = 0.70; 95% CI	 0.57-0.85; and ROR = 0.78; 95% CI	 0.67-0.90]	 as well as high-temperature cooking oil fume (ROR = 0.77; 95% CI	 0.59-1.00). In conclusion	 protective association between intake of raw garlic and lung cancer has been observed with a dose-response pattern	 suggesting that garlic may potentially serve as a chemopreventive agent for lung cancer. Effective components in garlic in lung cancer chemoprevention warrant further in-depth investigation. (c) 2013 AACR.																
AB Purpose - This paper provides a structured literature review of sustainability in purchasing and supply management	 moving beyond the traditional environmental and social sustainability. The paper reviews the concept of sustainability at three levels of inter-organizational analysis - i.e. dyad	 supply chain and network. The paper distils the nature and scope of existing research and synthesizes measures used to research sustainability across organizational boundaries.																												
AB Roost trees used by female Indiana bats (Myotis sodalis)	 a federally endangered species	 and sympatric northern long-eared bats (Myotis septentrionalis) at two locations in southern Illinois greatly impacted by past flooding were located using radiotelemetry. For 30 Indiana bats	 we located 49 roosts in 7 species of trees. Green ash snags (Fraxinus pennsylvanica) and pin oak snags (Quercus palustris) were used more than expected and sweetgum snags (Liquidambar styraciflua) less than expected based on availability. Ten adult female northern long-eared bats were tracked to 19 different trees of 5 species. We used logistic regression to predict use of roost versus random trees for both species	 and to compare roosts of Indiana bats versus northern long-eared bats. Indiana bats typically roosted in areas of low vegetative obstruction (clutter) on the forest edge (chi(2) = 10.28	 d.f. = 2	 P = 0.006). Compared to random trees	 roosts of northern long-eared bats were within intact forests (chi(2) = 10.56	 d.f. = 1	 P = 0.001). Amount of obstruction and decay differed; roosts of M. sodalis typically were less cluttered and more decayed than those of M. septentrionalis (chi(2) = 38.63	 d.f. = 2	 P < 0.001). Indiana bats roosted almost exclusively under exfoliating bark of bottomland snags	 whereas northern long-eared bats also made extensive use of cavities and crevices. Indiana bats cannot be expected to remain in an area indefinitely if snag creation is not sustained	 and natural forest succession should be considered in long-term management of this endangered species. (c) 2005 Elsevier B.V. All rights reserved.																	
AB Information about the immediate and potentially prolonged impacts of salvage logging is needed to develop prescriptions that maintain forest productivity	 reduce the risk of catastrophic fires	 and conserve biological communities. Most salvage logging studies have investigated post-fire salvage	 often clearcutting	 and impacts documented in these studies may be more severe than selective logging prescriptions applied to forests affected by beetle outbreaks. We evaluated the effects of selective salvage logging on avian nest survival in beetle-killed lodgepole pine (Pinus contorta) forests on the Fremont and Winema National Forests	 south-central Oregon	 USA	 1997-1999. Using logistic-exposure models	 we found that nest survival for weak (period nest survival: 0.64; 95% CL: 0.50	 0.75) and strong (period nest survival: 0.71; 95% CL: 0.46	 0.87) cavity nesters was significantly higher than for ground nesters (period nest survival: 0.31; 95% CL: 0.18	 0.46)	 while nest survival for open cup nesting birds (period nest survival: 0.57: 95% CL: 0.47	 0.66) was intermediate. We did not find significant differences in nest survival for American robin (Turdus migratorius)	 chipping sparrow (Spizella passerine)	 dark-eyed junco (junco hyemalis)	 dusky flycatcher (Empidonax oberholseri)	 mountain chickadee (Poecile gambeli)	 or yellow-rumped warbler (Dendroica coronata) (these six species comprised similar to 80% of the sample). Our results suggest that	 unlike post-fire salvage logging	 selective harvesting prescriptions after beetle outbreaks may be suitable for meeting multiple management objectives	 including generating a flow of commodities and maintaining avian nest survival rates. (C) 2010 Elsevier B.V. All rights reserved.									
AB There is worldwide concern about the aquarium strain of the green alga Caulerpa taxifolia (Vahl) C. Agardh that was introduced to the Mediterranean Sea in 1984. Since that time	 it has flourished and now covers thousands of hectares of near-shore waters. More recently	 aquarium strains of C. taxifolia invaded southern California and Australian waters. Our goal was to evaluate potential invasion of C. taxifolia to Florida's coastal waters. We looked for evidence of C. taxifolia-aquarium strain	 as well as the present distribution of all species of Caulerpa	 in Florida's near-shore waters. We surveyed 24 areas in six zones along the Floridian coastline	 and evaluated the association of potential indicators for the presence of Caulerpa. Latitude	 presence of seagrass beds	 human population density	 and proximity to marinas were the four variables simultaneously considered. Caulerpa taxifolia-aquarium strain was not found at any of our survey locations. However	 14 species of Caulerpa were found at 31 of the 132 sites visited. Percent correct for our model was 61.5% for presence and 98.1% for absence. There was a positive correlation between Caulerpa spp. and seagrass beds and proximity to marinas. There was a negative correlation with latitude and human population density. The parameters in the logistic regression model assessing the association of Caulerpa occurrence with the measured variables were then used to predict current and future probabilities of Caulerpa spp. presence throughout the state. This prediction model will allow resource managers to focus their efforts in future surveys.																					
AB Objectives: To characterize dietary patterns of rural older adults and relate patterns to weight and nutritional status.																														
AB A three tiered assay system was devised for comparing isolates of Pandora neoaphidis against seven UK pest aphid species; Acyrthosiphon pisum	 Aphis fabae	 Brevicoryne brassicae	 Myzus persicae	 Metopolophium dirhodum	 Sitobion avenae	 and Rhopalosiphum padi. In Tier 1	 20 P. neoaphidis isolates were screened against all seven species	 and 16 fungal isolates gave moderate to high infections of 40-100%. A. pisum was most susceptible whereas R. padi was least susceptible to infection. In Tier 2	 isolates NW 314	 NW 316	 and NW 327 were used in concentration-response assays against A. pisum	 M. dirhodum	 and M. persicae. Probit analysis produced median lethal concentrations (LC50) of 8-105 conidia mm(-2) for A. pisum	 38-92 conidia mm(-2) for M. dirhodum and 105-626 mm(-2) for M. persicae. In Tier 3 bioassays	 LC50 values for the three isolates were tested as discrimatory concentrations against A. fabae	 B. brassicae	 R. padi	 S. avenae	 with M. persicae as the reference species. Logistic regression analysis indicated that B. brassicae and R. padi were less susceptible to infection than four other aphid species. The overall ranking of aphids to infection by P. neoaphidis was: A. pisum > A. fabae	 M. dirhodum	 M. persicae	 S. avenae > B. brassicae	 R. padi. The results suggest that P. neoaphidis can cross-infect aphid species which occur both in field crops and non-cropped areas	 such as field margins. This is an important feature for the development of conservation biological control strategies. (C) 2003 Elsevier Science (USA). All rights reserved.						
AB The National Resources Information (NRI) databases provide underutilized information on the local farm conditions that may predict microbial contamination of leafy greens at preharvest. Our objective was to identify NRI weather and landscape factors affecting spinach contamination with generic Escherichia coli individually and jointly with farm management and environmental factors. For each of the 955 georeferenced spinach samples (including 63 positive samples) collected between 2010 and 2012 on 12 farms in Colorado and Texas	 we extracted variables describing the local weather (ambient temperature	 precipitation	 and wind speed) and landscape (soil characteristics and proximity to roads and water bodies) from NRI databases. Variables describing farm management and environment were obtained from a survey of the enrolled farms. The variables were evaluated using a mixed-effect logistic regression model with random effects for farm and date. The model identified precipitation as a single NRI predictor of spinach contamination with generic E. coli	 indicating that the contamination probability increases with an increasing mean amount of rain (mm) in the past 29 days (odds ratio [OR] = 3.5). The model also identified the farm's hygiene practices as a protective factor (OR = 0.06) and manure application (OR = 52.2) and state (OR = 108.1) as risk factors. In cross-validation	 the model showed a solid predictive performance	 with an area under the receiver operating characteristic (ROC) curve of 81%. Overall	 the findings highlighted the utility of NRI precipitation data in predicting contamination and demonstrated that farm management	 environment	 and weather factors should be considered jointly in development of good agricultural practices and measures to reduce produce contamination.																					
AB Time series measurements of fluctuations in underwater downward irradiance	 E-d	 within the green spectral band (532 nm) show that the probability distribution of instantaneous irradiance varies greatly as a function of depth within the near-surface ocean under sunny conditions. Because of intense light flashes caused by surface wave focusing	 the near-surface probability distributions are highly skewed to the right and are heavy tailed. The coefficients of skewness and excess kurtosis at depths smaller than 1 m can exceed 3 and 20	 respectively. We tested several probability models	 such as lognormal	 Gumbel	 Frechet	 log-logistic	 and Pareto	 which are potentially suited to describe the highly skewed heavy-tailed distributions. We found that the models cannot approximate with consistently good accuracy the high irradiance values within the right tail of the experimental distribution where the probability of these values is less than 10%. This portion of the distribution corresponds approximately to light flashes with E-d > 1.5 (E-d) over bar	 where (E-d) over bar is the time-averaged downward irradiance. However	 the remaining part of the probability distribution covering all irradiance values smaller than the 90th percentile can be described with a reasonable accuracy (i.e.	 within 20%) with a lognormal model for all 86 measurements from the top 10 m of the ocean included in this analysis. As the intensity of irradiance fluctuations decreases with depth	 the probability distribution tends toward a function symmetrical around the mean like the normal distribution. For the examined data set	 the skewness and excess kurtosis assumed values very close to zero at a depth of about 10 m.															
AB Purpose - The increasing focus on environmental sustainability and social responsibility within business agendas often leads to expectations that solutions lie in the downscaling	 decentralising and deconsolidating of supply chains and logistics systems. This is no more acute than within the climate change agenda	 the single biggest environmental challenge to industry today. The purpose of this paper is to challenge these notions and suggest that environmental burden actually decreases across increasing logistical scale and supply chain sophistication.																												
AB Objective: Magnesium level is known to decline during pregnancy. A suggested role for magnesium deficiency in conditions like pre-eclampsia and pre-term birth has prompted studies with conflicting evidence. The primary objective of this study was to determine the prevalence of hypomagnesemia in pregnancy	 while the secondary objectives attempted to define maternal and fetal outcome due to hypomagnesemia. Subjects and Methods: A pilot study was performed to determine the mean serum magnesium level for the population of female patients attending the University of Benin Teaching Hospital. The result of the pregnant population in the pilot study was used as a reference for hypomagnesemia in this study. Thereafter	 a prospective cohort study of antenatal women recruited in the second trimester and followed-up till delivery and 1 week post-partum was done. Serum magnesium estimates were done with samples collected at recruitment and delivery. The magnesium levels determined at recruitment were used to divide the subjects into two groups of hypomagnesemic and normomagnesemic patients. Their sociodemographic and clinical characteristics were used to generate a database for analysis. Results: The prevalence of magnesium deficiency was 16.25%. Hypomagnesemia was significantly correlated with the occurrence of pre-eclampsia ( P = 0.011)	 leg cramps ( P = 0.000) and pre-term birth ( P = 0.030). A logistic regression analysis showed that hypomagnesemia had an Odds ratio of 22 for pre-eclampsia. There was no maternal mortality or early neonatal death. Conclusion: Pre-eclampsia and pre-term birth are associated with hypomagnesemia in pregnancy; hence	 magnesium supplementation or magnesium-rich diet consisting of green leafy vegetables	 soy milk and legumes may improve outcome.																									
AB Mass populations of toxin-producing cyanobacteria are an increasingly common occurrence in inland and coastal waters used for recreational purposes. These mass populations pose serious risks to human and animal health and impose potentially significant economic costs on society. In this study	 we used contingent valuation (CV) methods to elicit public willingness to pay (WTP) for reductions in the morbidity risks posed by blooms of toxin-producing cyanobacteria in Loch Leven	 Scotland. We found that 55% of respondents (68% excluding protest voters) were willing to pay for a reduction in the number of days per year (from 90	 to either 45 or 0 days) that cyanobacteria pose a risk to human health at Loch Leven. The mean WTP for a risk reduction was UK 9.99-12.23 pound/household/year estimated using a logistic spike model. In addition	 using the spike model and a simultaneous equations model to control for endogeneity bias	 we found the respondents' WTP was strongly dependent on socio-demographic characteristics	 economic status and usage of the waterbody	 but also individual-specific attitudes and perceptions towards health risks. This study demonstrates that anticipated health risk reductions are an important nonmarket benefit of improving water quality in recreational waters and should be accounted for in future cost-benefit analyses such as those being undertaken under the auspices of the European Union's Water Framework Directive	 but also that such values depend on subjective perceptions of water-related health risks and general attitudes towards the environment. (C) 2012 Elsevier B.V. All rights reserved.																						
AB Objective: To examine various sociodemographic aspects related to consumption of micronutrient-rich foods like green leafy vegetables (GLV)	 which will be helpful in modifying dietary habits	 a strategy that merits consideration for prevention of anaemia.																												
AB Objectives: We evaluated the association of nutrient intake with Fe deficiency with regard to lifestyle factors and health condition in Young Japanese women. Uniquely among developed Countries	 dietary habits render Japanese populations vulnerable to Fe deficiency	 owing to their relatively low intake of Fe and high intake of Fe absorption inhibitors	 such as green tea and soyabeans.																											
AB Aim: The aim of this study was to determine the folate status of pregnant women and how it is affected by dietary folate	 use of folate supplements	 and lifestyle factors (smoking and drinking habits).																												
AB BACKGROUND AND METHODS: We estimated the prevalence of self-reported asthma in adult Indians and examined several risk factors influencing disease prevalence. Analysis is based on 99 574 women and 56 742 men aged 20-49 years included in India's third National Family Health Survey	 2005-2006. Multiple logistic regression analysis was used to estimate the prevalence odds ratios for asthma	 adjusting for various risk factors.																												
AB The replacement of fossil fuels with forest biomass should help mitigate Green House Gas (GHG) emissions. However the supply of energy wood is challenging because of high supply costs and rapidly increasing demand. Given	 the heterogeneous structure of landownership	 contractors and energy producers in Mid-Europe	 supply network optimization is of major importance.																											
